subject,grade,skillId,skillIdentifier,skillDesc,,,,
Science - NGSS,4,17256,4-PS3-3,Ask questions and predict outcomes about the changes in energy that occur when objects collide.,,,,
Science - NGSS,4,17257,4-PS3-4,"Apply scientific ideas to design, test, and refine a device that converts energy from one form to another.",,,,
Science - NGSS,4,17258,4-PS4-1,Develop a model of waves to describe patterns in terms of amplitude and wavelength and that waves can cause objects to move.,,,,
Science - NGSS,4,17259,4-PS4-2,Develop a model to describe that light reflecting from objects and entering the eye allows objects to be seen.,,,,
Science - NGSS,4,17260,4-PS4-3,Generate and compare multiple solutions that use patterns to transfer information.,,,,
Science - NGSS,4,17261,4-LS1-1,"Construct an argument that plants and animals have internal and external structures that function to support survival, growth, behavior, and reproduction.",,,,
Science - NGSS,4,17262,4-LS1-2,"Use a model to describe that animals receive different types of information through their senses, process the information in their brain, and respond to the information in different ways.",,,,
Science - NGSS,4,17263,4-ESS1-1,Identify evidence from patterns in rock formations and fossils in rock layers to support an explanation for changes in a landscape over time.,,,,
Science - NGSS,4,17264,4-ESS2-1,"Make observations and/or measurements to provide evidence of the effects of weathering or the rate of erosion by water, ice, wind, or vegetation.",,,,
Science - NGSS,4,17265,4-ESS2-2,Analyze and interpret data from maps to describe patterns of Earth's features.,,,,
Science - NGSS,4,17266,4-ESS3-1,Obtain and combine information to describe that energy and fuels are derived from natural resources and their uses affect the environment.,,,,
Science - NGSS,4,17267,4-ESS3-2,Generate and compare multiple solutions to reduce the impacts of natural Earth processes on humans.,,,,
Science - NGSS,4,17476,PS3.A,Definitions of Energy,,,,
Science - NGSS,4,17477,PS3.A,Definitions of Energy,,,,
Science - NGSS,4,17478,PS3.B,Conservation of Energy and Energy Transfer,,,,
Science - NGSS,4,17479,PS3.A,Definitions of Energy,,,,
Science - NGSS,4,17480,PS3.B,Conservation of Energy and Energy Transfer,,,,
Science - NGSS,4,17481,PS3.C,Relationship Between Energy and Forces,,,,
Science - NGSS,4,17482,PS3.B,Conservation of Energy and Energy Transfer,,,,
Science - NGSS,4,17483,PS3.D,Energy in Chemical Processes and Everyday Life,,,,
Science - NGSS,4,17484,ETS1.A,Defining Engineering Problems,,,,
Science - NGSS,4,17485,PS4.A,Wave Properties,,,,
Science - NGSS,4,17486,PS4.B,Electromagnetic Radiation,,,,
Science - NGSS,4,17487,PS4.C,Information Technologies and Instrumentation,,,,
Science - NGSS,4,17488,ETS1.C,Optimizing The Design Solution,,,,
Science - NGSS,4,17489,LS1.A,Structure and Function,,,,
Science - NGSS,4,17490,LS1.D,Information Processing,,,,
Science - NGSS,4,17491,ESS1.C,The History of Planet Earth,,,,
Science - NGSS,4,17492,ESS2.A,Earth Materials and Systems,,,,
Science - NGSS,4,17493,ESS2.E,Biogeology,,,,
Science - NGSS,4,17494,ESS2.B,Plate Tectonics and Large-Scale System Interactions,,,,
Science - NGSS,4,17495,ESS3.A,Natural Resources,,,,
Science - NGSS,4,17496,ESS3.B,Natural Hazards,,,,
Science - NGSS,4,17497,ETS1.B,Designing Solutions to Engineering Problems,,,,
Science - NGSS,5,17173,5-PS1,Matter and Its Interactions,,,,
Science - NGSS,5,17174,5-PS2,Motion and Stability: Forces and Interactions,,,,
Science - NGSS,5,17175,5-PS3,Energy,,,,
Science - NGSS,5,17176,5-LS1,From Molecules to Organisms: Structures and Processes,,,,
Science - NGSS,5,17177,5-LS2,"Ecosystems: Interactions, Energy, and Dynamics",,,,
Science - NGSS,5,17178,5-ESS1,Earth's Place in the Universe,,,,
Science - NGSS,5,17179,5-ESS2,Earth's Systems,,,,
Science - NGSS,5,17180,5-ESS3,Earth and Human Activity,,,,
Science - NGSS,5,17181,3-5-ETS1,Engineering Design,,,,
Science - NGSS,5,17268,5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.,,,,
Science - NGSS,5,17269,5-PS1-2,"Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.",,,,
Science - NGSS,5,17270,5-PS1-3,Make observations and measurements to identify materials based on their properties.,,,,
Science - NGSS,5,17271,5-PS1-4,Conduct an investigation to determine whether the mixing of two or more substances results in new substances.,,,,
Science - NGSS,5,17272,5-PS2-1,Support an argument that the gravitational force exerted by Earth on objects is directed down.,,,,
Science - NGSS,5,17273,5-PS3-1,"Use models to describe that energy in animals' food (used for body repair, growth, motion, and to maintain body warmth) was once energy from the sun.",,,,
Science - NGSS,5,17274,5-LS1-1,Support an argument that plants get the materials they need for growth chiefly from air and water.,,,,
Science - NGSS,5,17275,5-LS2-1,"Develop a model to describe the movement of matter among plants, animals, decomposers, and the environment.",,,,
Science - NGSS,5,17276,5-ESS1-1,Support an argument that differences in the apparent brightness of the sun compared to other stars is due to their relative distances from Earth.,,,,
Science - NGSS,5,17277,5-ESS1-2,"Represent data in graphical displays to reveal patterns of daily changes in length and direction of shadows, day and night, and the seasonal appearance of some stars in the night sky.",,,,
Science - NGSS,5,17278,5-ESS2-1,"Develop a model using an example to describe ways the geosphere, biosphere, hydrosphere, and/or atmosphere interact.",,,,
Science - NGSS,5,17279,5-ESS2-2,Describe and graph the amounts and percentages of water and fresh water in various reservoirs to provide evidence about the distribution of water on Earth.,,,,
Science - NGSS,5,17280,5-ESS3-1,Obtain and combine information about ways individual communities use science ideas to protect the Earth's resources and environment.,,,,
Science - NGSS,5,17281,3-5-ETS1-1,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost.",,,,
Science - NGSS,5,17282,3-5-ETS1-2,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.,,,,
Science - NGSS,5,17283,3-5-ETS1-3,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.,,,,
Science - NGSS,5,17498,PS1.A,Structure and Properties of Matter,,,,
Science - NGSS,5,17499,PS1.A,Structure and Properties of Matter,,,,
Science - NGSS,5,17500,PS1.B,Chemical Reactions,,,,
Science - NGSS,5,17501,PS1.A,Structure and Properties of Matter,,,,
Science - NGSS,5,17502,PS1.B,Chemical Reactions,,,,
Science - NGSS,5,17503,PS2.B,Types of Interactions,,,,
Science - NGSS,5,17504,PS3.D,Energy in Chemical Processes and Everyday Life,,,,
Science - NGSS,5,17505,LS1.C,Organization for Matter and Energy Flow in Organisms,,,,
Science - NGSS,5,17506,LS1.C,Organization for Matter and Energy Flow in Organisms,,,,
Science - NGSS,5,17507,LS2.A,Interdependent Relationships in Ecosystems,,,,
Science - NGSS,5,17508,LS2.B,Cycles of Matter and Energy Transfer in Ecosystems,,,,
Science - NGSS,5,17509,ESS1.A,The Universe and its Stars,,,,
Science - NGSS,5,17510,ESS1.B,Earth and the Solar System,,,,
Science - NGSS,5,17511,ESS2.A,Earth Materials and Systems,,,,
Science - NGSS,5,17512,ESS2.C,The Roles of Water in Earth's Surface Processes,,,,
Science - NGSS,5,17513,ESS3.C,Human Impacts on Earth Systems,,,,
Science - NGSS,5,17514,ETS1.A,Defining and Delimiting Engineering Problems,,,,
Science - NGSS,5,17515,ETS1.B,Developing Possible Solutions,,,,
Science - NGSS,5,17516,ETS1.B,Developing Possible Solutions,,,,
Science - NGSS,5,17517,ETS1.C,Optimizing the Design Solution,,,,
Science - NGSS," 6, 7, 8",17182,MS-PS1,Matter and Its Interactions,,,,
Science - NGSS," 6, 7, 8",17183,MS-PS2,Motion and Stability: Forces and Interactions,,,,
Science - NGSS," 6, 7, 8",17184,MS-PS3,Energy,,,,
Science - NGSS," 6, 7, 8",17185,MS-PS4,Waves and Their Applications in Technologies for Information Transfer,,,,
Science - NGSS," 6, 7, 8",17186,MS-LS1,From Molecules to Organisms: Structures and Processes,,,,
Science - NGSS," 6, 7, 8",17187,MS-LS2,"Ecosystems: Interactions, Energy, and Dynamics",,,,
Science - NGSS," 6, 7, 8",17188,MS-LS3,Heredity: Inheritance and Variation of Traits,,,,
Science - NGSS," 6, 7, 8",17189,MS-LS4,Biological Evolution: Unity and Diversity,,,,
Science - NGSS," 6, 7, 8",17190,MS-ESS1,Earth's Place in the Universe,,,,
Science - NGSS," 6, 7, 8",17191,MS-ESS2,Earth's Systems,,,,
Science - NGSS," 6, 7, 8",17192,MS-ESS3,Earth and Human Activity,,,,
Science - NGSS," 6, 7, 8",17193,MS-ETS1,Engineering Design,,,,
Science - NGSS," 6, 7, 8",17284,MS-PS1-1,Develop models to describe the atomic composition of simple molecules and extended structures.,,,,
Science - NGSS," 6, 7, 8",17285,MS-PS1-2,Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.,,,,
Science - NGSS," 6, 7, 8",17286,MS-PS1-3,Gather and make sense of information to describe that synthetic materials come from natural resources and impact society.,,,,
Science - NGSS," 6, 7, 8",17287,MS-PS1-4,"Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed.",,,,
Science - NGSS," 6, 7, 8",17288,MS-PS1-5,Develop and use a model to describe how the total number of atoms does not change in a chemical reaction and thus mass is conserved.,,,,
Science - NGSS," 6, 7, 8",17289,MS-PS1-6,"Undertake a design project to construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes.",,,,
Science - NGSS," 6, 7, 8",17290,MS-PS2-1,Apply Newton's Third Law to design a solution to a problem involving the motion of two colliding objects.,,,,
Science - NGSS," 6, 7, 8",17291,MS-PS2-2,Plan an investigation to provide evidence that the change in an object's motion depends on the sum of the forces on the object and the mass of the object.,,,,
Science - NGSS," 6, 7, 8",17292,MS-PS2-3,Ask questions about data to determine the factors that affect the strength of electric and magnetic forces.,,,,
Science - NGSS," 6, 7, 8",17293,MS-PS2-4,Construct and present arguments using evidence to support the claim that gravitational interactions are attractive and depend on the masses of interacting objects.,,,,
Science - NGSS," 6, 7, 8",17294,MS-PS2-5,Conduct an investigation and evaluate the experimental design to provide evidence that fields exist between objects exerting forces on each other even though the objects are not in contact.,,,,
Science - NGSS," 6, 7, 8",17295,MS-PS3-1,Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.,,,,
Science - NGSS," 6, 7, 8",17296,MS-PS3-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system.",,,,
Science - NGSS," 6, 7, 8",17297,MS-PS3-3,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer.",,,,
Science - NGSS," 6, 7, 8",17298,MS-PS3-4,"Plan an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the average kinetic energy of the particles as measured by the temperature of the sample.",,,,
Science - NGSS," 6, 7, 8",17299,MS-PS3-5,"Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object.",,,,
Science - NGSS," 6, 7, 8",17300,MS-PS4-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.,,,,
Science - NGSS," 6, 7, 8",17301,MS-PS4-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials.",,,,
Science - NGSS," 6, 7, 8",17302,MS-PS4-3,Integrate qualitative scientific and technical information to support the claim that digitized signals are a more reliable way to encode and transmit information than analog signals.,,,,
Science - NGSS," 6, 7, 8",17303,MS-LS1-1,Conduct an investigation to provide evidence that living things are made of cells; either one cell or many different numbers and types of cells.,,,,
Science - NGSS," 6, 7, 8",17304,MS-LS1-2,Develop and use a model to describe the function of a cell as a whole and ways parts of cells contribute to the function.,,,,
Science - NGSS," 6, 7, 8",17305,MS-LS1-3,Use argument supported by evidence for how the body is a system of interacting subsystems composed of groups of cells.,,,,
Science - NGSS," 6, 7, 8",17306,MS-LS1-4,Use argument based on empirical evidence and scientific reasoning to support an explanation for how characteristic animal behaviors and specialized plant structures affect the probability of successful reproduction of animals and plants respectively.,,,,
Science - NGSS," 6, 7, 8",17307,MS-LS1-5,Construct a scientific explanation based on evidence for how environmental and genetic factors influence the growth of organisms.,,,,
Science - NGSS," 6, 7, 8",17308,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,,,,
