subject,grade,skillId,skillIdentifier,keywords,keywords
Math - Common Core," 9, 10, 11, 12",15412,HSS.ID.A.4,hss interpreting categorical quantitative data  use  mean  standard deviation   data set  fit    normal distribution   estimate population percentages,hss interpreting categorical quantitative data  use  mean  standard deviation   data set  fit    normal distribution   estimate population percentages
Math - Common Core," 9, 10, 11, 12",15413,HSS.ID.B.5,hss interpreting categorical quantitative data  summarize categorical data  two categories  twoway frequency tables,hss interpreting categorical quantitative data  summarize categorical data  two categories  twoway frequency tables
Math - Common Core," 9, 10, 11, 12",15414,HSS.ID.B.6,hss interpreting categorical quantitative data  represent data  two quantitative variables   scatter plot  describe   variables  related,hss interpreting categorical quantitative data  represent data  two quantitative variables   scatter plot  describe   variables  related
Math - Common Core," 9, 10, 11, 12",15415,HSS.ID.C.7,hss interpreting categorical quantitative data  interpret  slope rate  change   intercept constant term   linear model   context   data,hss interpreting categorical quantitative data  interpret  slope rate  change   intercept constant term   linear model   context   data
Math - Common Core," 9, 10, 11, 12",15416,HSS.ID.C.8,hss interpreting categorical quantitative data  compute using technology  interpret  correlation coefficient   linear fit,hss interpreting categorical quantitative data  compute using technology  interpret  correlation coefficient   linear fit
Math - Common Core," 9, 10, 11, 12",15417,HSS.ID.C.9,hss interpreting categorical quantitative data  distinguish  correlation  causation,hss interpreting categorical quantitative data  distinguish  correlation  causation
Math - Common Core," 9, 10, 11, 12",15418,HSS.IC.A.1,hss making inferences justifying conclusions  understand statistics   process  making inferences  population parameters based   random sample   population,hss making inferences justifying conclusions  understand statistics   process  making inferences  population parameters based   random sample   population
Math - Common Core," 9, 10, 11, 12",15419,HSS.IC.A.2,hss making inferences justifying conclusions  decide   specified model  consistent  results   given datagenerating process,hss making inferences justifying conclusions  decide   specified model  consistent  results   given datagenerating process
Math - Common Core," 9, 10, 11, 12",15420,HSS.IC.B.3,hss making inferences justifying conclusions  recognize  purposes   differences among sample surveys experiments  observational studies explain  randomization relates  ,hss making inferences justifying conclusions  recognize  purposes   differences among sample surveys experiments  observational studies explain  randomization relates  
Math - Common Core," 9, 10, 11, 12",15421,HSS.IC.B.4,hss making inferences justifying conclusions  use data   sample survey  estimate  population mean  proportion develop  margin  error   use  simulation models  random sampling,hss making inferences justifying conclusions  use data   sample survey  estimate  population mean  proportion develop  margin  error   use  simulation models  random sampling
Math - Common Core," 9, 10, 11, 12",15422,HSS.IC.B.5,hss making inferences justifying conclusions  use data   randomized experiment  compare two treatments use simulations  decide  differences  parameters  significant,hss making inferences justifying conclusions  use data   randomized experiment  compare two treatments use simulations  decide  differences  parameters  significant
Math - Common Core," 9, 10, 11, 12",15423,HSS.IC.B.6,hss making inferences justifying conclusions  evaluate reports based  data,hss making inferences justifying conclusions  evaluate reports based  data
Math - Common Core," 9, 10, 11, 12",15424,HSS.CP.A.1,hss conditional probability  rules  probability  describe events  subsets   sample space  set  outcomes using characteristics  categories   outcomes   unions intersections  complements   events ,hss conditional probability  rules  probability  describe events  subsets   sample space  set  outcomes using characteristics  categories   outcomes   unions intersections  complements   events 
Math - Common Core," 9, 10, 11, 12",15425,HSS.CP.A.2,hss conditional probability  rules  probability  understand  two events   b  independent   probability    b occurring together   product   probabilities  use  characterization  determine    independent,hss conditional probability  rules  probability  understand  two events   b  independent   probability    b occurring together   product   probabilities  use  characterization  determine    independent
Math - Common Core," 9, 10, 11, 12",15426,HSS.CP.A.3,hss conditional probability  rules  probability  understand  conditional probability   given b  p  bpb  interpret independence    b  saying   conditional probability   given b      probability     conditional probability  b given       probability  b,hss conditional probability  rules  probability  understand  conditional probability   given b  p  bpb  interpret independence    b  saying   conditional probability   given b      probability     conditional probability  b given       probability  b
Math - Common Core," 9, 10, 11, 12",15427,HSS.CP.A.4,hss conditional probability  rules  probability  construct  interpret twoway frequency tables  data  two categories  associated   object  classified,hss conditional probability  rules  probability  construct  interpret twoway frequency tables  data  two categories  associated   object  classified
Math - Common Core," 9, 10, 11, 12",15428,HSS.CP.A.5,hss conditional probability  rules  probability  recognize  explain  concepts  conditional probability  independence  everyday language  everyday situations,hss conditional probability  rules  probability  recognize  explain  concepts  conditional probability  independence  everyday language  everyday situations
Math - Common Core," 9, 10, 11, 12",15429,HSS.CP.B.6,hss conditional probability  rules  probability  find  conditional probability   given b   fraction  bs outcomes  also belong    interpret  answer  terms   model,hss conditional probability  rules  probability  find  conditional probability   given b   fraction  bs outcomes  also belong    interpret  answer  terms   model
Math - Common Core," 9, 10, 11, 12",15430,HSS.CP.B.7,hss conditional probability  rules  probability  apply  addition rule p  b p  pb  p  b  interpret  answer  terms   model,hss conditional probability  rules  probability  apply  addition rule p  b p  pb  p  b  interpret  answer  terms   model
Math - Common Core," 9, 10, 11, 12",15431,HSS.CP.B.8,hss conditional probability  rules  probability  apply  general multiplication rule   uniform probability model p  b ppba pbpab  interpret  answer  terms   model,hss conditional probability  rules  probability  apply  general multiplication rule   uniform probability model p  b ppba pbpab  interpret  answer  terms   model
Math - Common Core," 9, 10, 11, 12",15432,HSS.CP.B.9,hss conditional probability  rules  probability  use permutations  combinations  compute probabilities  compound events  solve problems,hss conditional probability  rules  probability  use permutations  combinations  compute probabilities  compound events  solve problems
Math - Common Core," 9, 10, 11, 12",15433,HSS.MD.A.1,hss using probability  make decisions  define  random variable   quantity  interest  assigning  numerical value   event   sample space graph  corresponding probability distribution using   graphical displays   data distributions,hss using probability  make decisions  define  random variable   quantity  interest  assigning  numerical value   event   sample space graph  corresponding probability distribution using   graphical displays   data distributions
Math - Common Core," 9, 10, 11, 12",15434,HSS.MD.A.2,hss using probability  make decisions  calculate  expected value   random variable interpret    mean   probability distribution,hss using probability  make decisions  calculate  expected value   random variable interpret    mean   probability distribution
Math - Common Core," 9, 10, 11, 12",15435,HSS.MD.A.3,hss using probability  make decisions   develop  probability distribution   random variable defined   sample space   theoretical probabilities can  calculated find  expected value,hss using probability  make decisions   develop  probability distribution   random variable defined   sample space   theoretical probabilities can  calculated find  expected value
